ID;Corpus;TextGenre_OrdMerge3;TextGenre_OrdMerge2;TextGenre_OrdMerge;TextGenre_Ordinal;TextGenre;Subj_Length;Animacy;Accessibility;TypeOfAnaphor;Constructions;Corpus_ID;Sentence
s_93;SpokenCorpora;1;2;2;3;Radio/TVSp.;1;Umano;Old;Old_general;sembra che;LIP;le sigarette io sembra che fumo ma non fumo
s_94;SpokenCorpora;1;2;2;3;Radio/TVSp.;4;Non Animato;Old;Old_rel;sembrare+infinitive;LIP;ben trovati in buona salute e inizialmente inizialmente ad apertura debbo presentare eh una specie di eh una forma di scuse # anche perche' $ al telespettatore che avesse assistito alla precedente puntata la quale per una eh difficolta' tecnica che non rese possibile l' andata in onda di quelle previste # eh si riferiva a un' epoca precedente risaliva a un tre anni fa e e eh e prevedeva eh aveva le funzioni dei contenuti che sembrano un po' eh contrastare con quella che e' eh la progressione presente e infatti era eh una puntata che eh l' ultima di un certo ciclo che preludeva a una duecentesima ora stiamo alla soglia invece della trecentesima che diceva dice dalla prossima settimana andranno in onda vecchie repliche cioe' ahah va be' e purtroppo sono # imprevedibili esigenze eh tecniche che eh cambiano # eh i propositi e va be' premesso questo quindi eh e ritenuto che quella trasmissione era # non adeguata al momento presente noi # come avevamo # promesso finita la serie la gragnuola dei colpi delle mazzate # i sessanta circa sinonimi del danaro # questo danaro 'sti sord' che a Napoli diciamo la verita' per vicende storiche e altro hanno sempre scarseggiato o quanto meno sono state mai stati mai distribuiti # per quella fertile fantasia napoletana riescono a conseguire circa sessanta sinonimi e precisiamo subito che in questi sinonimi non giocano l' unita' di misura non so il ducato la lira il soldo il centesimo il carlino eh il cavallo $ no no no no questi sono diciamo eh tagli di eh di monete sono nomi di simboli e unita' di misura della moneta qui invece noi ci riferiamo al sinonimo del danaro in genere della moneta dei sordi eccetera e qui potremmo chiederci ma com' e' che # si e' quasi avuto avuto il ritegno di pronunziare la parola soldi o danaro * # bene diciamo che giocano varie considerazioni innanzitutto ve ne accennavamo quella fertile inventiva napoletana che e' capace di trovare i i sinonimi cioe' di pronunziare una parola in tante altre maniere diverse magari piu' plastiche piu' pittoresche piu' intelligenti piu' immediate # dall' altra # una considerazione storica abbiamo tante volte evidenziato come nella nostra singolare vicenda # urbana solo negli ultimi settecento anni a Napoli si sono avvicendati qualcosa come nove dominatori stranieri stranieri di lingua # stranieri di tradizioni di abitudini stranieri anche di monete quindi questi dominatori riproducevano il loro danaro che aveva un certo nome che chiamavano in una certa maniera che noi imparavamo a chiamare cosi' poi finiva la dominazione ne sopraggiungeva un' altra altro tipo di danaro altri tipi di monete necessita' di adeguare il linguaggio al presente # e poi forse una ulteriore eh diciamo eh # sotterranea spiegazione questo danaro questo # questo questa abbondanza vista come una meta irraggiungibile come un miraggio come una ipotesi era era tanto pregnante che forse # per una sorta di timore riverenziale # il danaro non veniva chiamato non veniva chiamato col suo nome quasi quasi non pronunziando il suo nome invano # certo e' che noi abbiamo chiamato i soldi in circa sessanta maniere diverse precisiamo di queste sessanta maniere oggi come oggi ne vivono forse una diecina pero' pero' nell' arco della nostra letteratura degli ultimi diciamo trecento quattrocento anni tanti sono stati i modi di chiamare il danaro e infine sempre in apertura e in premessa compiamo un atto di eh calorosa deferenza indicando che queste trasmissioni # relative al danaro furono inizialmente eseguiti agli albori di alfabeto napoletano esattamente nel dicembre ottantatre' ahah il dicembre ottantatre' da oggi sono trascorsi qualcosa come otto anni # circa eh e e riproponiamo questa tipologia a seguito di tante affettuose cortesi amabili richieste di persone che forse ricordavano di averne vista qualcuna perche' anche li' occorsero # dalle quattro alle cinque puntate qui cerchiamo di cavarcela in quattro soltanto # e quindi e' una riproposta # superfluo aggiungere che tutta la denominazione tutta la storia di questi sessanta sinonimi e' nel primo primo volume di alfabeto napoletano e alfabeticamente allora cominciamo con la lettera a per incontrare come eh prima eh tappa un sinonimo molto comune e in certo senso ancora in vigore specie fra gli anziani # tenuto conto che la materia prima del danaro delle monete di minor valore era il bronzo # noi # chiamiamo abbiamo designato spesso il danaro col tipico # nome napoletano di abbrunz' abbrunz' abbrunz' # che eh evoca la immediata suggestione del metallo sonante e ancora oggi capita qualche volta di sentir dire a qualche persona di epoca o a qualche napoletano doc # dai capelli bianchi che eh non so per esempio per eh ungere certe ruote per incoraggiare una qualche cosa ahah ci vuole u' pizziche d' abbrunz ecco pizziche d' abbrunz quindi # un primo sinonimo altro sinonimo l' acquavitta acquavitta si dira' dice ma che relazione c' e' fra questa # cosi' diciamo eh alcolica bevanda alcolica bevanda e il danaro * beh intanto intanto noi non sappiamo se se # l' etimologia sia proprio quella di acquavite intesa proprio come bevanda alcolica o non piuttosto quello di acqua e vita cioe' il danaro # visto e considerato come una delle fonti archetipe dell' esistenza quasi l' acqua della vita quella che eh nutre disseta consente # di # sopravvivere certo e' che per un certo periodo fino a pieno settecento uno dei sinonimi piu' divertenti del danaro era l' acquavite e come tale noi l' incontriamo in una commedia di un diffuso commediografo d' epoca Bernardo Santomene Santimene la commedia si chiamava Gli Equivoci era del millesettecentoventidue e un personaggio dice a un altro # l' hai ditt' tu ca su nu cont brave ca tengo l' acquavite ecco cioe' che sono in possesso di una notevole ricchezza e qui andiamo al terzo sinonimo anch' esso ormai desueto non non lo si nomina piu' # la gresta a gresta uguale soldi uguale danaro che cos' e' alla lettera la gresta * la gresta e' l' uva aspra o l' uva acerba ma comunque l' uva e si da' il caso in moltissime monete di varie # nazioni e di varie epoche sul eh recto della moneta stessa era disegnata era inciso il grappolo d' uva l' uva sinonimo di abbondanza di prodotto immediato della terra di mezzo anche di intermediazione vedremo poi per il baratto # quanti nomi del danaro sono venuti dall' agricoltura sta il fatto e adesso eh ne eh chiediamo eh una inquadratura ravvicinata sta il fatto che anche nelle cinque lire della prima serie repubblicana esattamente quelle coniate nel millenovecentoquarantanove e oggi rarissime e' riprodotto # il grappolo d' uva grappolo d' uva eh # grano cornucopie non ignoriamo che per esempio e guardiamo anche questa che eh la unita' di misura della nostra moneta la ridicola unita' di misura la lira oggi le nuove cinquanta e cento lire sono forse anche ancora piu' piccole di queste reca come simbolo la cornucopia dalla quale e lo vediamo nella nella eh riproduzione ravvicinata dalla quale # vengono fuori dei frutti quindi non meravigli che questa a gresta a gresta uva # simboleggiata sulle monete finisse avesse finito col dare alle # alle monete stesse un equivalente sta gresta la troviamo in tanti testi classici a cominciare dalla Rosa del Cortese in cui milleseicentoventuno vi e' un personaggio eh di Chiaia parla di uno che e' stato urputo et ha la gresta ed ha la gresta ce l' ha # ancora Cortese nel # suo Micco Passero Innamorato del milleseicentotrentatre' reca percio' a Mustaccio dezero la gresta dezero significa dettero # il Basile non minor secentista della # quinta ecloga delle sei muse napoletane milleseicentoventisette intitolato Lo Cerriglia # dice quanto a gresta ce corre cioe' quanto denaro si si si si sciupa insomma ecco a gresta ancora nel seicento l' autore di quella stupenda traduzione e diciamo quasi instant book immediata traduzione in dialetto napoletano della Gerusalemme Liberata di Torquato Tasso ed era il nostro # autore Gabriele Fasano milleseicentottantanove # dice testualmente eh reca che $ $ bella avarrite avrete un grosso regno e in quantitate a gresta ecco quindi come vediamo questa a gresta ha una sua cittadinanza esplicita e pacifica nella letteratura napoletana dell' epoca e' chiaro poi non si e' detto piu' # ancora la lettera a e viene un altro sinonimo stavolta veramente divertente l' anguent o agnient agnient forma # forma dialettale di anguent di unguento # perche' il danaro e' identificato con l' unguento * eh perche' intanto lenisce dolori malori malesseri e poi e poi unge # ahah consente a eh diverse ruote di muoversi meglio si sa bene quante quante unzioni ci vogliono per certe cose questo non e' un principio da condividere assolutamente eh non si sa chi e' piu' degno di vituperio se quello che lo prende o o eh il danaro o quello che che glielo da' ma quello che glielo da' molte volte e' costretto ecco questo e' un altro discorso # comunque agnient agnient e speriamo che per quelli che lo prendono illecitamente diventi proprio l' agmient pa guallara cioe' un rimedio che non serve a curare nessun male # questo agnient lo troviamo nella traduzione delle favole di Fedro compiuta nel millesettecentosettantadue da un illustre letterato napoletano il $ dove e' detto che # $ care e ave cchiu' agnient cioe' che loro facevano una certa trastula per vendere cara la propria merce e quindi guadagnare di piu' # ora viene invece un sinonimo che in certo senso ancora si sente # abbiamo visto che l' abbrunz denotava sinonimizzava le monete di poco valore ma ahah si sa che le monete di miglior valore erano quelle d' argento poi ci so quelle d' oro c' erano quelle d' oro ebbene le monete d' argento # quell' argento che da' nella lingua francese un sinonimo per antonomasia al danaro l' argent i francesi il danaro lo chiamano l' argent ebbene questo argent da noi diventava l' argiamma argiamma corruzione di questo eh motto francese per cui # da noi per un lungo periodo e ancora oggi in qualche anziano sentiamo ca ci vo' l' argiamma # argiamma presente nella nella ecloga che conclude la terza giornata del Pentamerone # l' ecloga si chiama La Stufa e vi si legge pierdi li suonni si nun pierdi argiamm cioe' se insegui se insegui mete irraggiungibili tu rischi di perdere sonno e danaro # ma st' argiamm e' bello perche' risuona # ironicamente ma con tanta # fondatezza in un antico detto napoletano che suonava esattamente cosi' a u munno quatt cose te fann cunsula' a femmena l' argiamma u suonnu e lu magna' non entriamo nel merito di questa valutazione dell' ordine progressivo con cui sono indicati # indicate le componenti ma eh sta di fatto che a giudizio popolare di quella saggezza popolare che giova quando parla quattro erano le eh le molle diciamo fondamentali le le le spinte le spinte della vita la donna il danaro il mangiare e il dormire con la buona salute e rimanendo ancora nella lettera a andiamo ci imbattiamo in un altro sinonimo divertentissimo e sono tutti sinonimi di area napoletana di area campana meridionale # e' un sinonimo tratto anch' esso dalla dalla eh dal linguaggio eh agricolo e' # l' aruta aruta erba profumata erba # che condisce bene tanti cibi # l' insalatina per esempio e # e che ha una sua diciamo tradizione consolidata quella di giovare di essere un valido rimedio per tante malattie va be' c' e' un po' di esagerazione forse ma # con il ritorno dell' erboristeria noi vediamo che eh la ruta in italiano si scrive senza la a iniziale ruta # l' aruta fa bene a tante cose # e noi dicevamo con un detto nostrano a ruta ogni male stute e allora e' presumibile che perche' # il danaro # sana o scassa chest poi e' n' ate discorso ma insomma aggiusta tante cose # e' probabile che per similitudine ne' sia venuta questa identificazione d' altra parte l' abate Galiani che in materia poi di danaro ne' capiva Saggio Sulla Moneta e' vero che non si riferiva a fatti linguistici ma a proposito del danaro usava una frase di una # eterna attualita' diceva argutamente che esso e' sempre tanto utile alla nostra conservazione e questa # a ruta la troviamo citata nella traduzione napoletana delle Odi di Orazio compiuta nel milleottocentosettanta dal letterato Gabriele Quattromani che reca di un tizio che ieva a caccia a fimmene e all' aruta ecco # buona scelta insomma lui e' un cacciatore di doti e di donne di danaro quindi e di donne lettera a esaurita passiamo rapidamente alla lettera b incontrando subito un sinonimo arcaico del danaro ma # denso di storia ecco quando noi diciamo che nel dialetto che nel dialetto si annidano tanti tante conferme di storia oltre che di costume di sociologia di tradizione ecco ci fu un periodo # remoto in cui il danaro a Napoli veniva chiamato veniva chiamato u Bisant' e Bisant' Bisant' non e' che era due volte santo che $ santi due volte ma era una # reminiscenza un ricordo un richiamo al Bisanzio capitale dell' impero romano di oriente col quale ci furono intensi rapporti da cui c' era anche una dipendenza in certo senso nell' epoca ducale cioe' nell' epoca dell' alto medioevo ecco in quel periodo il danaro a Napoli spesso veniva chiamato e Bisant' # richiamo a Bisanzio richiamo alla Spagna invece con blanca a blanca a blanca ancora oggi e' un po' il sinonimo dell' argent come per i francesi per gli spagnoli in ispagnolo blanca significa danaro in genere beh si capisce pecche' eh monete argentine quindi bianche lucide diciamo $ non scure non annerite e proprio nello spagnolo anche contemporaneo l' equivalente della nostra frase stare al verde si legge e si dice estar sin blanca stare senza danaro nella $ del Cortese nel milleseicentoquindici il Cortese proprio cita in pieno spagnolo una frase del genere no hai blanca nun tene dinare mette in bocca a uno spagnolo questa frase # e gli fa dire non hai blanca ma questo blanca poi si diffuse un po' anche nel parlato magari colto delle classi nobili per sinonimizzare il danaro # segue un altro sinonimo arcaico non piu' non piu' in vita non piu' in vigore a boragna la boragna con la lettera b a boragna che fu # usato e eh era usato in pieno settecento pecche' noi lo troviamo in una commedia del famoso commediografo D' Antonio Giovanni D' Antonio che fu addirittura tanto famoso che ebbe il lo pseudonimo di il partenopeo che nella commedia La Scola Corialesca del millesettecentoventidue recita bensi' pe' la boragna m' accurdaie ecco quindi insomma parola boragna sinonimo di danaro mi misi d' accordo quantificai la mia pretesa boragna probabilmente deriva dal greco bora bor bor pecche' # bora in greco significa cibo nutrimento alimentazione ecco e indubbiamente # quanto nutre quanto aiuta a vivere e a sopravvivere il danaro e' un' ipotesi ma non sapremmo formularne altre e iniziamo la lettera c iniziamo la lettera c incontrando subito un sinonimo molto vasto molto ampio molto lato che ancora oggi # anche dopo oltre quarant' anni di repubblica capita di sentir dire capita infatti a qualche persona dall' ameno e arguto linguaggio di sentir dire che come per eh a pa agnient per eh che bisogna ungere che eh che qualcuno deve essere incoraggiato ha da vere' a capa do re a capa do re sinonimo di danaro pacifico sinonimo di danaro in quanto quasi tutte le monete anzi tutte le monete dei regni era riprodotta sul recto la immagine eh il profilo del sovrano della regina # e doppo a capa do re finalmente ecco benvenuto un sinonimo # attuale e chiuove quante volte sentim' sentiamo dire ahah chille sta chin' e chiuove tene nu sacc' e chiuove la usa questa sinonimia # il maggior e piu' valido conoscitore del nostro dialetto Ferdinando Rosso che in O Luciano Do $ fa dire a un personaggio * ecco chiuove quindi un sinonimo vivente ma perche' chiodi * beh diciamo intanto il metallo no * ferro metallo ferroso bronzo argento va be' le monete ferro i chiodi # analogia di sonorita' con i chiodi si fermano si appuntano tante cose quante cose se fermano e s' appuntano che dinare ma fondamentalmente perche' specie nei chiodi # di grosso calibro i chiodi cosiddetti a testa piana specie quelli usati nell' antichita' per oggi si risolvono con altri sistemi per fermare assi per fermare anditi per fermare anditi e' vero questi grandi chiodi dalla testa # rotonda ricordavano e' vero no * ricordavano proprio nella loro loro testa la moneta eh una moneta qualsiasi e quindi l' analogia e quindi il sinonimo e andiamo anvece mo' a nu sinonimu scurdatu nu sinonimu scurdatu pero' anch' esso denso e pieno di storia di storia spagnola perche' in Spagna in quella Spagna che allora ahah ci possedeva come viceregno nel millecinquecentotrenta fu coniata una moneta dal valore di un ducato che pero' non piacque per niente era l' epoca di Carlo Quinto millecinquecentotrentacinque circa millecinquecentotrenta sta moneta non riusci' bene risulto' di cattiva fattura grezza eh imperfetta un taglio veramente eh infelice per cui venne subito bollata con el cianflon el cianflon cianflon che in napoletano divento' cianfrone ecco stu cianfrone beh sta moneta $ oltre a essere brutta esteticamente ebbe anche scarsa diciamo capacita' economica perche' eh dopo solo solo una 'na 'na 'na sessantina 'na settantina dopo si svaluto' e da che era del valore di un ducato sotto Carlo Quinto con Filippo Terzo scese a mezzo ducato come si vede svalutazione strisciante galoppante c' e' stata sempre cianfrone cianfrone proprio per questa sua perche' in in spagnolo cianflon significa grezzo malfatto malriuscito beh stu cianfrone ce sta s' usava lo troviamo eh in quella eh mitica eh e nostalgica descrizione di Napoli compiuta nel milleciquecentottantotto vedete quindi che l' epoca e' era proprio a caldo vicina dal quel nobile napoletano eh sfortunato eh uomo d' armi eh un po' mercenario al quale una certa impresa ando' male Giovanbattista Del Tufo fu fatto prigioniero a Milano nella lunga prigionia concepi' questa ode quest' inno a Napoli a cui dette quel titolo lunghissimo Ritratto Modello Delle Grandezze Delizie E Meraviglie Della Nobilissima Citta' Di Napoli # millecinquecentottantotto che per merito di una persona che purtroppo non e' piu' oggi possiamo leggere come libro perche' fino a trenta trentacinque anni fa era solo ancora manoscritto il professor Calogero Tagliarini ebbe la benemerenza e il sacrificio # non incoraggiato da nessuno come capita # spessissimo a Napoli devo dire si incoraggiano quelli che dovrebbero essere non incoraggiati ma resi al silenzio beh e' una anche questo quanti altri discorsi meglio non deviare rimaniamo nel sacro ambito delle sacre parole dei sacri fonemi napoletani che sono tanto al di sopra di tante miserie di tante bassezze di tante vergogne # bene questo # cianfrone eh lo troviamo appunto nel eh in questo in questa opera cinquecentesca # in cui e' detto proprio cosi' il passo l' altro che vuole di piccioli il cianfrone quindi valore di ducato miezze ducato quindi voleva si si chiedeva spesso di cambiarli e qui abbiamo un personaggio che lo vuole spicciolare e lo troviamo presente ancora nel milleseicentoventuno nella Rosa del Cortese dove si legge che eh ed e' una cosa molto saggia tenersi amici # dovunque amici buoni * ecco e' bene aversi tenersi caro questo Maso specialmente perche' quando viene in compagnia della buona $ ecco ritorna l' idea del piombo del della moneta $ del bronzo dei cianfroni altro sinonimo ancora della lettera c ancora esso $ ma che c' era e ciaraff' e ciaraff' che poi e' di origine # strettamente araba pecche' nell' arabo giarif significa # monete eh monete metalliche e queste ciaraffe le troviamo in una commedia del settecento napoletano di quello stesso D' Antonio citato poco fa per la Scola Corialesca siamo sempre intorno al millesettecentoventi la commedia si chiam Lo Mandracchie # dove si legge * benedette bennaggia e' il contrario di mannaggia mannaggia male abbia e bene abbia bennaggia le ciaraffe e chi l' azzecche benedetti i sordi e chi e fa ahah chi e tene # ed ora # finalmente un incontro di attualita' # il primo di una serie di incontri alfabeticamente li ritroveremo con il mondo dell' agricoltura # sinonimi del danaro tratti da prodotti della terra il che conferma l' antica validita' di quel principio del baratto cosa con scambio di cosa contro cosa di cosa cosa contro servizi cosa ha portato $ cosa desunta dalla immediatezza ahah la nostra Campania felix cioe' fertile ferace non felice non lo e' stata mai produceva aveva quella ricchezza dell' agricoltura che abbiamo stoltamente dimenticato e ottusamente respinto e quindi e' chiaro che una intermediazione di beni veniva proprio attraverso i prodotti dell' agricoltura ed ecco allora e ciciare e ciciare ancora oggi come pe' chiuve chille tene nu sacc e ciciare sta buono a ciciare ce vuonnu e ciciare e i ceci era un prodotto della terra che eh evidentemente veniva scambiato # ceci a te e a me per esempio 'na pezza e stoffe eh 'na cosa cazettine scarpe ecco il baratto ceci che poi non e' che avessero insomma eh un grosso valore tant' e' vero che noi ancora oggi eh di una persona che eh diciamo ma chille chi vale tre ciciari * nun vale eh nun sape tene' tre ciciare 'mbocca ma comunque era un sinonimo del danaro analogo analogo a un altro a un altro e e anche questo pero' di estrazione francese e crespielle crespielle crespielle pe' francese ahah la crepe susette per esempio dolcissima no * che e' una frittella che si presenta un po' increspata bene ci fu un certo periodo # quando la monetazione non sempre riusciva eh perfetta che molte monete eh avevano delle rugosita' delle delle asperita' non non non erano belle fior di conio e allora eh vennero battezzate e crespielle quasi con disprezzo questi crispielli li troviamo # adoperati dal grande # giurista e giureconsulto Nicola Trapasso nella sua perfetta stupenda traduzione in dialetto napoletano della della Iliade millesettecentosessantuno e infatti parla eh di un tale che viene ritrovato * ahah un tale che eh si si fa ritrovare come soldato ma che era andato a fare il soldato mercenario di ventura solamente pa una crespielle per mettere insieme danari gallicismo chiarissimo e eh e' e' interessante questo quel grisbi' grisbi' reso famoso dalla $ $ da un film # di oltre venticinque anni fa ma il grisbi' sinonimo francese del danaro deriva appunto proprio da crepe crepe cioe' qualche cosa di rugoso non di non liscio anche moralmente non liscio perche' il grisbi' di solito e' il frutto di una # di una trastula insomma e' e' il danaro sottobanco e' il danaro illecitamente guadagnato # eravamo ancora nella lettera c ci restiamo per un poco ed ecco e cria anche questo # sinonimo # archeologico # ma 'sti cria noi le troviamo nella letteratura napoletana le troviamo per esempio nel eh primo trattenimento della prima giornata del Pentamerone # famoso Cunto De Li Cunti no * del Basile bene del Cortese noi lo troviamo perche' ne' Lu Cunt Dell' Uorc Dell' Uorc # eh e' detto che un tale * cioe' era un $ eh un personaggio molto molto economico il quale non non non faceva eh ne' un po' di paglia ne' un po' di cria ma cria pecche' * pecche' in greco cri cri e' l' orzo diciamo orzo diciamo grano e' spesso ancora adesso # segnalato indicato diciamo riprodotto inciso sul # verso delle monete come simbolo di abbondanza come prodotto della terra quindi queste crie # era eh era era usato e come no * come come sinonimo n' atro sinonimo bello pure pure eh di epoca remota secentesca il danaro veniva amorevolmente chiamato e cuoccole e cuoccole coccole eh cuoccole che significano cuoccole * c' era un aggettivo napoletano dell' epoca anche se veniva scritto con una sola c cuocolo cuocolo significa tenero amorevole che ispira affetto e e forse il danaro non ispira affetto * non diventa # amorevole e amabile * per alcuni anche troppo proprio pe' chest quindi e' presumibile che questa # denominazione del danaro fosse # mossa proprio da da una sensazione diciamo di notevole amore per il medesimo e' un' ipotesi perche' c' e' anche un' altra ipotesi che farebbe derivare questo sinonimo cuoccole dalla parola greca koklos che significa conchiglia # si' anche le conchiglie # erano riprodotte alcune volte sulle monete si pensi che # eh una delle prime monete della eh pre Napoli cioe' di Cuma aveva proprio sul eh verso l' emblema della classica conchiglia del litorale flegreo da cui poi deriva a $ ma anche questo e' un altro discorso gaio # koklos del resto la conchiglia normalmente si ipotizzava o si sperava che contenesse una perla quindi che fosse # sinonimo di ricchezza e e probabilmente o tenerezza amore cuocolo cuocolo o koklos greco certo che # non e' non e' casuale e diciamo sempre che nel dialetto non e' mai casuale la formazione di una parola specie in un dialetto intelligente e coerente come quello napoletano questi cuocoli li troviamo # capolavoro secentesco del Basile Le Muse Napoletane milleseicentotrentacinque in cui si legge * un personaggio dice all' altro so bene che tu stai cavere stai ben fornito # e la troviamo ancora quest' espressione cuoccolo nella in una # poemetto # settecentesco del Pagano esattamente * noi leggiamo che alcuni che ebbero a pere a pere * quindi evidentemente con cuoccole si alludeva a una moneta di un discreto valore abbiamo esaurito la lettera c una rapida puntatina alla lettera d # che non ha molte molte presenze molte presenze non ne ha ma ce ne ha una sola a parte danaro va be' insomma interessantissima # verso la fine del cinquecento invalse la moda di chiamare il danaro e domminiche e domminiche # dominus nel senso che erano quasi padroni del mondo * no # domminiche nel senso di dominica dominicalita' cioe' che si fosse piu' propensi a spenderli nel giorno festivo * nemmeno era # derivava questo nomignolo dal nome anzi dal nome di battesimo proprio di un famosissimo allora si chiamava zecchiere cioe' da un incisore di monete ancora oggi quando si incidono le monete e' d' obbligo indicare il nome del dell' incisore questo Giandomenico Tramontano ebbe tale fama e tale bravura e tale abilita' # da essere il protozecchiere della regia zecca e poi lavoro' anche fuori Napoli al punto da trasmettere il suo nome di battesimo al danaro identificandosi quasi con lui e dominiche e questi dominiche sono spesso usati nella letteratura piu' popolare che classica ecco dominiche # a b c d ecco facciamo punto e congediamoci # rinnovando le scuse per la eh trasmissione un po' pirata della volta scorsa # ai nostri pazienti telespettatori ai quali sempre che lo vogliano nel confermare il prosieguo di questa ricerca teorica di nomi del danaro ai quali come sempre # al di la' dei soldi e' vero che Salvatore Luciano diceva salute e dinare # ma al di la' del danaro che e' causa mo' ce vo' molte volte di tante divisioni preferiamo rimanere coerenti e continuare ad augurare come arrivederci come sempre il nostro una buona salute
s_95;SpokenCorpora;1;1;1;2;FreeConv.;0;Non Animato;Old;Old_event;mi sembra che;LIP;quindi insomma io sono io sarei d' accordo a fare ma io ci avevo pensato indipendentemente dal di farmi House $ perche' m' e' sembrato m' era sembrato che fosse particolarmente importante
s_96;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;LIP;ahah non mi sembra che l' abbiano presa sottogamba la supplente
s_97;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Non Animato;Old;Old_ident;mi sembra che;KIParla;PTA003| mh // va bene basta allora // mi sembra che era mi  sembra  che era alle tre di pomeriggio quindi o giocavo 
s_98;SpokenCorpora;1;1;1;2;FreeConv.;2;Non Animato;Old;Old_ident;mi sembra che;LIP;non mi dispiace a dire la verita' insomma per esempio e' strano dirlo perche' in verita' alle medie mi lamentavo sempre io con le insegnanti dicevo sempre non lo gratificate perche' non studia io pensando sempre alle superiori invece sta studiando # sta studiando e eh quindi sapendo che un tempo era brillante sapendo che sta studiando insomma a me sembra che i risultati non siano non mi sembrano troppo
s_99;SpokenCorpora;1;1;1;2;FreeConv.;0;Umano;Old;Old_ident;mi sembra che;LIP;mi sembra sia la tredici
s_100;SpokenCorpora;1;1;1;1;TelephoneConv.;2;Umano;Old;Old_generic;sembra che;LIP;ma sembra che la gente ci va con le valigie di libri cose pazzesche
s_101;SpokenCorpora;1;1;1;1;TelephoneConv.;0;Umano;Old;Old_general;sembra che;LIP;bene grazie * # eh sembra che stavi a risponde al centralino bene grazie
s_102;SpokenCorpora;1;2;2;4;NonFreeConv.;13;Non Animato;Old;Old_ident;mi sembra che;KIParla;PTB018| // ehm // tra le varie immigrazioni // eh mh mi  sembra  che appunto // forse la differenza principale 
s_103;SpokenCorpora;1;1;1;1;TelephoneConv.;0;Non Animato;Old;Old_ident;mi sembra che;LIP;* ottocento metri quadrati eh eh mi sembra che e' cento per cento vero *
s_104;SpokenCorpora;1;1;1;1;TelephoneConv.;0;Animato;Old;Old_ident;mi sembra che;LIP;si' * me sembra che se sta smuovendo se sta muovendo muovendo
s_105;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Animato;Mediated;Mediated_sit;mi sembra che;KIParla;PTD009| altri li li conosco un po' meno a san salvario mi  sembra  che abbiano ripulito // mh mh // la zona di 
s_106;SpokenCorpora;1;2;2;4;NonFreeConv.;4;Non Animato;Old;Old_ident;mi sembra che;LIP;volevo chiedere eh qualche chiarimento sul sul concetto di multiculturalismo cioe' dalle sue parole mi e' sembrato di capire che eh diciamo l' esperienza del multiculturalismo multiculturalismo in Olanda non sia stata diciamo molto eh cosi' non abbia dato esiti diciamo molto positivi e cosi' mi e' sembrato di capire che eh in sostanza eh questo approccio molto sofisticato ai problemi del confronto etnico e in realta' eh non abbia fatto altro che accentuare questi problemi secondo appunto il suo punto di vista ecco io volevo eh qualche delucidazione se era possibile fare riferimento su eh elementi su cui appunto si trattava la sottilissima $ cioe' tutto sommato da quello che conosco io il multiculturalismo mi sembra che non sia poi un approccio tanto piu' negativo dei di quello rispetto a quelli che l' hanno preceduto cioe' indubbiamente eh avra' prodotto degli svantaggi avra' prodotto dei avra' prodotto dei costi pero' rispetto al pericolo dell' assimilazione rispetto anche ai problemi posti dall' integrazione che poi come giustamente si e' detto mille volte non e' altro che assimilazione causata ecco mi sembra che tutto sommato l' idea l' idea della tolleranza della cultura l' idea del rispetto eh sia comunque un elemento che la qualifica connota come un passo avanti rispetto a ai precedenti orientamenti 
s_107;SpokenCorpora;1;2;2;4;NonFreeConv.;0;Umano;Old;Old_generic;sembra che;KIParla;PTD009| di qualche pittore che nessuno conosce pero'  sembra  che devi // osannare come se avessi come se 
s_108;SpokenCorpora;1;2;2;4;NonFreeConv.;4;Non Animato;Mediated;Mediated_poss;mi sembra che;LIP;Iannuzzi e la sottoscritta Gallo eh ci e' sembrato che la nostra presenza qui stesse a significare una continuazione anche se tutto e' abbastanza strano e' ovvio che nessuno pensa di avere diritto a questa presidenza voleva essere solo una prova di una continuita' rispetto a giovedi' eh a questo punto i presenti indichino se lo credono opportuno una persona eh certamente piu' capace di me a presiedere l' assemblea e io saro' felicissima di tornare la' e di smettere questo mio ruolo immediatamente quindi chiunque per piacere abbia piu' capacita' piu' competenza o piu' desiderio di presiedere quest' assemblea e' per quanto mi riguarda assolutamente il benvenuto # # * *
s_109;SpokenCorpora;1;2;2;4;NonFreeConv.;1;Umano;Old;Old_ident;sembrare+infinitive;LIP;in effetti lui quando parla di Babo eh dice eh la' proprio lui non sembra capire il tutto proprio quando lui dice a Benito Cereno che lui e' fortunato ad avere uno schiavo che lo che lo aiuta in questo modo
s_110;SpokenCorpora;1;2;2;4;NonFreeConv.;2;Umano;Mediated;Mediated_general;mi sembra che;KIParla;PTD009| quarantenne // eh // non la conosco molto bene mi  sembra  che i ragazzi abbiano il sacrosanto diritto di 
s_111;SpokenCorpora;1;2;2;4;NonFreeConv.;;;;;sembrare+infinitive;LIP;allora $ non ha non ha bandiera non non infatti $ questo gia' gli sembra strano infatti $ tutte tutte le navi comunque portavano la bandiera eh quindi in effetti qui proprio gia' sembra essere delineato eh il $ $ della nave che gia'
